,Unnamed: 0,Date,Adj Close,Close,High,Low,Open,Volume,Positive Sentiment,Negative Sentiment,Neutral Sentiment,Predicted_Close
148,148,2014-01-02,-1.5996259700363078,-1.5996259700363078,-1.6097506555234673,-1.6067735985408729,-1.6047155766891752,-0.1912123492745887,0.0,0.0,0.0,-1.4930336842551684
149,149,2014-01-03,-1.6082006861410263,-1.6082006861410263,-1.6143025673752665,-1.5737606408642526,-1.6015369511630926,-0.5303974529765606,0.0,0.0,0.0,-1.5338944070752776
150,150,2014-01-06,-1.648850914490177,-1.648850914490177,-1.6423994857856696,-1.62786982415892,-1.6015369511630926,-0.3791109941739066,0.0,0.0,0.0,-1.5161944259297315
151,151,2014-01-07,-1.611376708832387,-1.611376708832387,-1.6423994857856696,-1.6277087965784731,-1.6393626176587988,-0.453380130982896,0.0,0.0,0.0,-1.5504931074376047
152,152,2014-01-08,-1.58088898078282,-1.58088898078282,-1.590600606081836,-1.571184199577101,-1.619814104776376,-0.1969358423864741,0.0,0.0,0.0,-1.5418292060265022
153,153,2014-01-09,-1.64043520395576,-1.64043520395576,-1.5948386084639825,-1.6019425407589645,-1.5618040184104445,-0.3743641288549222,0.0,0.0,0.0,-1.528762326602544
154,154,2014-01-10,-1.6691759150893453,-1.6691759150893453,-1.66594426780245,-1.6760207566085492,-1.6260124359198984,0.0944399240118516,0.5760771036148071,0.3840098679065704,0.0399130284786224,-1.537060604223698
155,155,2014-01-13,-1.7704840426986568,-1.7704840426986568,-1.6957679128377707,-1.7473610428535378,-1.6686059270281133,-0.1622087750528518,0.0,0.0,0.0,-1.5990285929932713
156,156,2014-01-14,-1.422257755024195,-1.422257755024195,-1.4603187454190305,-1.765880596815934,-1.752521777328634,4.673438823988472,0.0624712295830249,0.309107789148887,0.6284210085868835,-1.644422431107404
157,157,2014-01-15,-1.376843719788818,-1.376843719788818,-1.299742375516423,-1.3563575118344038,-1.3083085758670454,3.051464470448053,0.0,0.0,0.0,-1.5580598991321928
158,158,2014-01-16,-1.2682315577323098,-1.2682315577323098,-1.292365053895918,-1.351526454052495,-1.4028727421063114,1.1195129978956802,0.0,0.0,0.0,-1.4215790213737738
159,159,2014-01-17,-1.2834754217570932,-1.2834754217570932,-1.2845166435291089,-1.2621496965864514,-1.280654465584157,0.4941986631479442,0.0,0.0,0.0,-1.3278567017858327
160,160,2014-01-21,-1.1775622656810418,-1.1775622656810418,-1.2203176661484905,-1.21609258341963,-1.2639665110572995,0.6142330325777635,0.0,0.0,0.0,-1.2640772783333332
161,161,2014-01-22,-1.147709878460236,-1.147709878460236,-1.1727570133686267,-1.1524818514045958,-1.1595486284225,-0.0017465574517783,0.0,0.0,0.0,-1.2019699759358429
162,162,2014-01-23,-1.101025615868966,-1.101025615868966,-1.140421868034254,-1.1740613901324817,-1.1687666651834625,0.1901267354419043,0.0,0.0,0.0,-1.1291673434690153
163,163,2014-01-24,-1.2105906755932083,-1.2105906755932083,-1.170245513069575,-1.172289626010568,-1.15891294878793,0.1439981064330182,0.0,0.0,0.0,-1.1128527523359049
164,164,2014-01-27,-1.289668234418698,-1.289668234418698,-1.2104288442289337,-1.314326318547256,-1.201665587158019,0.3829539438542347,0.1177372559905052,0.0198546019382774,0.8624081313610077,-1.153937640198026
165,165,2014-01-28,-1.1505681171618087,-1.1505681171618087,-1.193790295086355,-1.2130328290226389,-1.259834366079362,-0.2127890098154266,0.0,0.0,0.0,-1.243983819939636
166,166,2014-01-29,-1.2005869537131113,-1.2005869537131113,-1.1920637930032605,-1.1787314203339436,-1.1994402537305606,-0.2486516908617245,0.0,0.0,0.0,-1.1631773871609643
167,167,2014-01-30,-1.0797479447528788,-1.0797479447528788,-1.1027498126321231,-1.116248111750537,-1.15652892280506,0.3485675606344151,0.0,0.0,0.0,-1.1581072768221206
168,168,2014-01-31,-1.10245484879516,-1.10245484879516,-1.0836002122741406,-1.0920921317354986,-1.143019821157517,-0.1184422225663311,0.0,0.0,0.0,-1.1035973936661598
169,169,2014-02-03,-1.1707345664923046,-1.1707345664923046,-1.1011804898256794,-1.1460405178182176,-1.0788114036480627,-0.0602760882030828,0.0,0.0,0.0,-1.0720980937834144
170,170,2014-02-04,-1.1450106453289648,-1.1450106453289648,-1.1526652355180356,-1.129292267240738,-1.1136173645263288,-0.5323734208366162,0.0,0.0,0.0,-1.1054028696823663
171,171,2014-02-05,-1.2134489142947813,-1.2134489142947813,-1.168518786444657,-1.2394431951639346,-1.1517608708393203,0.0539893635663439,0.0226266011595726,0.0569811202585697,0.9203922748565674,-1.0954042269259494
172,172,2014-02-06,-1.1505681171618087,-1.1505681171618087,-1.1760532873418124,-1.132513279586675,-1.1835473534533782,-0.2699785163857738,0.0,0.0,0.0,-1.1712213488865024
173,173,2014-02-07,-1.0211543920968589,-1.0211543920968589,-1.0737111658127598,-1.074538973624283,-1.1086906200051774,0.431126677545937,0.0,0.0,0.0,-1.1251313001527867
174,174,2014-02-10,-0.8618880526602869,-0.8618880526602869,-0.8748351461105384,-0.9180088773733708,-0.9763005599169736,1.349202227421463,0.8950348496437073,0.0221984963864088,0.082766642794013,-1.059063033639742
175,175,2014-02-11,-0.8609353821433676,-0.8609353821433676,-0.8293151294252464,-0.8635774085493109,-0.8232497749390789,0.835723131098028,0.9063725471496582,0.0211077714338898,0.0725196730345487,-0.9226926295623143
176,176,2014-02-12,-0.8815781667323235,-0.8815781667323235,-0.8910026065068131,-0.8374890975689094,-0.8739488634477587,-0.421673796124991,0.7532452940940857,0.0516100972890853,0.1951446384191513,-0.8430827566477168
177,177,2014-02-13,-0.8131394434648772,-0.8131394434648772,-0.8211528095887838,-0.8547204308877292,-0.912728276748552,0.2268979074583428,0.0,0.0,0.0,-0.8105965823827797
178,178,2014-02-14,-0.8353702393995135,-0.8353702393995135,-0.8343379054815263,-0.7943307112186321,-0.8370767164039076,-0.1981168806476568,0.6005265861749649,0.2448133956640958,0.154660016298294,-0.7962095007603044
179,179,2014-02-18,-0.7485120837175522,-0.7485120837175522,-0.7696680638964275,-0.7241176180367728,-0.7235997169167881,0.5229524023528924,0.0588900297880172,0.0311274211853742,0.9099825024604796,-0.7839282119567312
180,180,2014-02-19,-0.908254758412584,-0.908254758412584,-0.8057701228666424,-0.8521437592320787,-0.7480752016735931,2.0756088948715883,0.509373876452446,0.0551337277516722,0.4354923881590366,-0.732277595026436
181,181,2014-02-20,-0.648950745873408,-0.648950745873408,-0.6251021996552681,-0.6450473168248321,-0.568323825864666,2.491993018761253,0.582793578505516,0.0271380301564931,0.3900682898238301,-0.8667030306997382
182,182,2014-02-21,-0.6548260016960401,-0.6548260016960401,-0.6444089792899017,-0.5980238078068305,-0.6218837000821432,0.1790885701546967,0.0,0.0,0.0,-0.6503358574775736
183,183,2014-02-24,-0.5270000608259551,-0.5270000608259551,-0.5756578655156592,-0.6120343591482117,-0.6676560440696724,0.2834741826238452,0.0,0.0,0.0,-0.5666350023395876
184,184,2014-02-25,-0.0450728036095908,-0.0450728036095908,0.0653919762161556,-0.2878623421215504,-0.3300856039638786,5.826018605531526,0.2362210340797901,0.5662890717387199,0.1974899165332317,-0.5098266230829951
185,185,2014-02-26,0.0343223120548723,0.0343223120548723,0.1564324586703871,0.0189175443743422,0.1241404611551163,3.99152550180098,0.5485475845634937,0.1627223631367087,0.2887300327420234,0.0505390574469839
186,186,2014-02-27,0.027018050456861,0.027018050456861,0.1077724491212649,0.0322835246569388,0.1665754870611512,2.4791605838080177,0.0785310044884681,0.013871578965336,0.9075974225997924,0.1182793630833707
187,187,2014-02-28,-0.0957265266880245,-0.0957265266880245,-0.0369501453128974,-0.0607968671593861,-0.0177852481581046,1.7169366598601017,0.4918449595570564,0.2787147685885429,0.2294402718544006,0.0424076746323279
188,188,2014-03-03,-0.0044223481096251,-0.0044223481096251,-0.0531176057091721,-0.1825424719802623,-0.2147013382198167,1.3761389846861305,0.0,0.0,0.0,-0.0638066694560779
189,189,2014-03-04,0.0635393584469172,0.0635393584469172,0.0779488040859435,0.1047514647020535,0.1225512620686906,0.3895859279362607,0.0,0.0,0.0,-0.0615285966856293
190,190,2014-03-05,0.0289233914906998,0.0289233914906998,0.030702509859381,0.0881644720735199,0.0945795393217483,-0.2486062663132175,0.1178979128599166,0.0120213497430086,0.8700807690620422,0.0468385503779339
191,191,2014-03-06,0.0333696415379529,0.0333696415379529,0.0387078749610169,0.050319995877994,0.0535750199467278,0.0751344908963651,0.0,0.0,0.0,0.0479711886447674
192,192,2014-03-07,-0.0734961850550176,-0.0734961850550176,-0.0028884978954299,-0.0308434335112588,0.034503266790232,0.1776122723282183,0.0,0.0,0.0,0.0197419082297078
193,193,2014-03-10,-0.190524284796758,-0.190524284796758,-0.1888931066327381,-0.1653113690299406,-0.1282425420277843,0.1584885374067599,0.3058355152606964,0.659869372844696,0.0342951193451881,-0.0563604662792389
194,194,2014-03-11,-0.2608683490980427,-0.2608683490980427,-0.163778552725867,-0.2237687577336737,-0.2267799333363462,0.4042353448297769,0.0151171796023845,0.7316519618034363,0.25323086977005,-0.155897133679371
195,195,2014-03-12,-0.1484450506722276,-0.1484450506722276,-0.118258536040575,-0.245025780563669,-0.306245798841644,0.6187073506057057,0.0149557076704998,0.6961382428805033,0.2889060825109482,-0.2270146254044056
196,196,2014-03-13,-0.2071971545969201,-0.2071971545969201,-0.1702143704792353,-0.1984853542870076,-0.1109191352195879,-0.1803331699071557,0.0,0.0,0.0,-0.1946481309605427
197,197,2014-03-14,-0.3154919869652698,-0.3154919869652698,-0.2840148612761124,-0.2899559310358599,-0.2460108337547163,0.2860406696144922,0.0,0.0,0.0,-0.1910976593953395
198,198,2014-03-17,-0.2676960482867795,-0.2676960482867795,-0.2684749952773214,-0.2548491540764316,-0.2514145653550258,-0.2538528016657791,0.1711022853851318,0.0086530642583966,0.8202446699142456,-0.2746875343656626
199,199,2014-03-18,-0.171469511553482,-0.171469511553482,-0.2124381131913416,-0.1820593892389217,-0.2196280827409681,-0.1789704334519448,0.0578500814735889,0.5171827673912048,0.4249670803546905,-0.2727109850279207
200,200,2014-03-19,-0.2381612179049467,-0.2381612179049467,-0.2116535640590316,-0.2063763968344061,-0.1490626415325796,-0.4449311649605889,0.0330160912126302,0.0993638020008802,0.8676201105117798,-0.2142998733902749
201,201,2014-03-20,-0.2529285195204557,-0.2529285195204557,-0.247755623029247,-0.2087920409096096,-0.2321836649366561,-0.7296068104541282,0.0,0.0,0.0,-0.2357074859357682
202,202,2014-03-21,-0.3485203968774364,-0.3485203968774364,-0.295630185278764,-0.30316088373801,-0.2344087710108833,0.2695061339579344,0.0,0.0,0.0,-0.254435903163879
203,203,2014-03-24,-0.4869849461547508,-0.4869849461547508,-0.3945188535579805,-0.5806316772760615,-0.3340588290331741,0.9762893964530236,0.0,0.0,0.0,-0.3217844190150824
204,204,2014-03-25,-0.4826977016777989,-0.4826977016777989,-0.4392540965691391,-0.4577586490235577,-0.4232192636721315,0.1896724899568341,0.0109686469659209,0.9668527841567992,0.0221785921603441,-0.4699180654114328
205,205,2014-03-26,-0.6014725911847054,-0.6014725911847054,-0.5091041180289922,-0.5632393163767943,-0.4580252245503976,-0.0279338096660795,0.0,0.0,0.0,-0.4426434304399424
206,206,2014-03-27,-0.6910302071487522,-0.6910302071487522,-0.650373708296966,-0.6977072518954761,-0.610281637338311,0.5599506971118661,0.0371903516352176,0.0696097537875175,0.8931998610496521,-0.526423416671972
207,207,2014-03-28,-0.6108411993868571,-0.6108411993868571,-0.6014002383618379,-0.5806316772760615,-0.6034473992069868,0.6028996077252603,0.0509146666154265,0.3361778892576694,0.61290745716542,-0.6452973876590138
208,208,2014-03-31,-0.6730868828418829,-0.6730868828418829,-0.6009293741573576,-0.643114985859468,-0.5446429406510735,0.306549853265415,0.0,0.0,0.0,-0.589523492531707
209,209,2014-04-01,-0.5377976748034854,-0.5377976748034854,-0.5787971847540185,-0.6078474116880916,-0.6635236717385031,0.077473855144477,0.0,0.0,0.0,-0.60699549508854
210,210,2014-04-02,-0.3262896009428001,-0.3262896009428001,-0.3789792121010132,-0.4553430049483541,-0.4890168802680116,0.8521668176575719,0.0239547211676836,0.2190277390182018,0.7570175230503082,-0.5473140850861584
211,211,2014-04-03,-0.4039379268420964,-0.4039379268420964,-0.3030077314410929,-0.3917325033018184,-0.3253175519981394,0.8842819734520401,0.0,0.0,0.0,-0.3914856250407375
212,212,2014-04-04,-0.6130640972596685,-0.6130640972596685,-0.4201042716693323,-0.5648498225497623,-0.3934991945768889,0.980105058527614,0.0,0.0,0.0,-0.3489427706055291
213,213,2014-04-07,-0.6878541844573915,-0.6878541844573915,-0.6095625581983004,-0.6894941541871831,-0.7145406000644675,0.641669459876008,0.0,0.0,0.0,-0.4914398162179507
