Unnamed: 0,Date,Open,High,Low,Close,Adj Close,Volume,Sentiment,Predicted_Close
848,2013-11-08,27.296,28.120001,26.464001,27.59,27.59,112389500,-1,27.645372978777743
849,2013-11-11,28.200001,29.084,27.42,28.940001,28.940001,69988000,-1,26.23700405855918
850,2013-11-12,28.938,28.940001,27.236,27.559999,27.559999,74926000,-1,27.890874427348123
851,2013-11-13,28.167999,28.474001,27.268,27.74,27.74,63291500,-1,27.83914323261446
852,2013-11-14,27.784,28.08,26.822001,27.52,27.52,61018500,0,28.079561742875043
853,2013-11-15,27.370001,27.59,26.870001,27.09,27.09,49501000,-1,27.809778457041688
854,2013-11-18,27.054001,27.09,23.922001,24.316,24.316,115691000,-1,27.23963227264018
855,2013-11-19,23.886,25.799999,23.844,25.218,25.218,99081000,0,24.460300982609084
856,2013-11-20,25.216,25.49,23.812,24.222,24.222,69248000,1,24.402570131952558
857,2013-11-21,24.577999,24.958,24.049999,24.42,24.42,59519000,0,23.791141843008504
858,2013-11-22,24.316,24.549999,23.586,24.275999,24.275999,55483500,0,24.085080265296526
859,2013-11-25,24.9,25.167999,24.059999,24.167999,24.167999,51336500,0,24.18145486248727
860,2013-11-26,23.875999,24.544001,23.219999,24.1,24.1,69427500,1,24.152783214865835
861,2013-11-27,24.261999,25.389999,23.903999,25.388,25.388,61838000,0,24.040884042162872
862,2013-11-29,25.954,26.118,25.396,25.455999,25.455999,48581000,0,25.153704694529026
863,2013-12-02,25.27,25.709999,24.785999,24.834,24.834,38756000,-1,25.5826241955984
864,2013-12-03,26.535999,28.988001,26.318001,28.940001,28.940001,128412000,-1,25.047939331545948
865,2013-12-04,28.864,28.886,27.426001,27.790001,27.790001,65738500,1,28.51249840486669
866,2013-12-05,28.030001,28.67,27.9,28.096001,28.096001,46442000,0,28.567732504300665
867,2013-12-06,28.302,28.497999,27.26,27.472,27.472,39548000,0,28.58040258513155
868,2013-12-09,27.4,28.34,26.841999,28.32,28.32,45307500,1,27.645156842104754
869,2013-12-10,28.01,29.174,27.972,28.438,28.438,53741000,1,28.046828216398993
870,2013-12-11,28.375999,28.610001,27.898001,27.93,27.93,35689000,1,28.387370177178525
871,2013-12-12,27.940001,29.648001,27.705999,29.493999,29.493999,53839000,0,28.105170212130886
872,2013-12-13,29.610001,30.360001,29.464001,29.530001,29.530001,52959500,0,29.43430640922402
873,2013-12-16,29.695999,30.086,29.219999,29.587999,29.587999,33376500,0,29.90433659609529
874,2013-12-17,29.516001,30.926001,29.264,30.492001,30.492001,52475000,0,30.011883223383407
875,2013-12-18,30.448,30.98,29.190001,29.596001,29.596001,57909500,1,30.714148538896254
876,2013-12-19,29.379999,29.4,27.82,28.143999,28.143999,63700000,1,30.013642128722296
877,2013-12-20,28.316,28.870001,28.316,28.648001,28.648001,37063000,-1,28.33523652105376
878,2013-12-23,28.969999,29.247999,28.52,28.709999,28.709999,26927500,1,28.244690161045213
879,2013-12-24,30.0,30.993999,29.964001,30.282,30.282,49707500,0,28.506424219056584
880,2013-12-26,31.007999,31.6,30.858,31.1,31.1,35647500,0,30.280995740231603
881,2013-12-27,31.059999,31.1,30.16,30.224001,30.224001,27301000,0,31.665366036758712
882,2013-12-30,30.224001,30.962,30.15,30.488001,30.488001,22337500,1,31.098543885328127
883,2013-12-31,30.464001,30.639999,29.732,30.086,30.086,21312000,0,30.821277798815828
884,2014-01-02,29.959999,30.496,29.309999,30.02,30.02,30942000,0,30.21085566334952
885,2014-01-03,30.0,30.438,29.719999,29.912001,29.912001,23475000,0,29.996500254656965
886,2014-01-06,30.0,30.08,29.048,29.4,29.4,26805500,0,29.929661851779642
887,2014-01-07,29.524,30.08,29.049999,29.872,29.872,25170500,0,29.533550407073548
888,2014-01-08,29.77,30.74,29.752001,30.256001,30.256001,30816000,0,29.901832391884014
889,2014-01-09,30.5,30.686001,29.370001,29.506001,29.506001,26910000,0,30.443634860167933
890,2014-01-10,29.691999,29.780001,28.450001,29.143999,29.143999,37230500,1,29.92745576711731
891,2014-01-13,29.156,29.4,27.563999,27.868,27.868,31580500,0,29.329442857876558
892,2014-01-14,28.1,32.400002,27.334,32.254002,32.254002,138035000,-1,27.921468946060372
893,2014-01-15,33.689999,34.445999,32.419998,32.826,32.826,102328000,0,31.623897607498066
894,2014-01-16,32.5,34.540001,32.48,34.194,34.194,59797000,0,33.5487735522711
895,2014-01-17,34.037998,34.639999,33.59,34.001999,34.001999,46031000,0,35.17659572546948
896,2014-01-21,34.248001,35.458,34.161999,35.335999,35.335999,48673500,0,34.99077781060133
897,2014-01-22,35.562,36.063999,34.952,35.712002,35.712002,35113000,0,35.656366968603095
898,2014-01-23,35.445999,36.476002,34.683998,36.299999,36.299999,39337000,0,36.00522646479867
899,2014-01-24,35.57,36.096001,34.706001,34.919998,34.919998,38321500,0,36.56176349179006
900,2014-01-27,35.032001,35.584,32.942001,33.924,33.924,43582000,1,35.43889621062388
901,2014-01-28,34.299999,35.796001,34.200001,35.675999,35.675999,30467000,0,34.112875362817405
902,2014-01-29,35.060001,35.818001,34.625999,35.046001,35.046001,29677500,0,35.29846699708523
903,2014-01-30,35.599998,36.956001,35.402,36.568001,36.568001,42825000,0,35.392247954200016
904,2014-01-31,35.77,37.200001,35.702,36.282001,36.282001,32544000,0,36.82978787228453
905,2014-02-03,36.577999,36.976002,35.032001,35.422001,35.422001,33824500,0,36.94824567506467
906,2014-02-04,36.139999,36.32,35.240002,35.745998,35.745998,23431500,0,36.0433112371786
907,2014-02-05,35.66,36.118,33.872002,34.883999,34.883999,36340000,-1,35.86021366319473
908,2014-02-06,35.259998,36.021999,35.200001,35.675999,35.675999,29208000,0,35.07966215412442
909,2014-02-07,36.202,37.326,35.919998,37.306,37.306,44642500,0,35.63225655008077
910,2014-02-10,37.868,39.860001,37.863998,39.312,39.312,64853500,1,37.38821795841183
911,2014-02-11,39.793999,40.439999,38.540001,39.324001,39.324001,53549500,1,39.77489599050479
912,2014-02-12,39.155998,39.653999,38.863998,39.063999,39.063999,25868500,1,40.346525319662376
913,2014-02-13,38.667999,40.543999,38.650002,39.925999,39.925999,40146500,0,39.872135134387534
914,2014-02-14,39.619999,40.375999,39.400002,39.646,39.646,30790000,1,40.1026337166564
915,2014-02-18,41.048,41.200001,40.271999,40.740002,40.740002,46664000,1,39.873133834876555
916,2014-02-19,40.740002,40.740002,38.681999,38.728001,38.728001,80845000,1,40.752936794785114
917,2014-02-20,43.001999,43.042,41.254002,41.993999,41.993999,90011500,1,39.34829436892858
918,2014-02-21,42.327999,42.796001,41.838001,41.919998,41.919998,39094000,0,41.64308450304267
919,2014-02-24,41.751999,43.672001,41.664001,43.529999,43.529999,41392000,0,42.404250788441715
920,2014-02-25,46.0,51.84,45.689999,49.599998,49.599998,163408500,-1,43.94906157323156
921,2014-02-26,51.716,53.0,49.5,50.599998,50.599998,123023000,1,49.52722117179587
922,2014-02-27,52.25,52.380001,49.666,50.507999,50.507999,89729000,1,51.914145152516724
923,2014-02-28,49.93,50.535999,48.509998,48.962002,48.962002,72949000,1,51.835098754109396
924,2014-03-03,47.452,50.330002,46.998001,50.112,50.112,65446500,0,49.59511789907201
925,2014-03-04,51.695999,52.0,50.566002,50.967999,50.967999,43728000,0,49.5632936372203
926,2014-03-05,51.344002,51.397999,50.360001,50.532001,50.532001,29678500,1,50.52853765986143
927,2014-03-06,50.827999,51.5,49.889999,50.588001,50.588001,36805500,0,50.71396056632719
928,2014-03-07,50.588001,50.970001,48.882,49.242001,49.242001,39061500,0,50.82142521073935
929,2014-03-10,48.540001,48.599998,47.212002,47.768002,47.768002,38640500,-1,49.58519797108029
930,2014-03-11,47.299999,48.919998,46.486,46.882,46.882,44050500,-1,47.85649959550183
931,2014-03-12,46.299999,49.5,46.222,48.298,48.298,48772000,-1,46.638971904551425
932,2014-03-13,48.757999,48.838001,46.799999,47.557999,47.557999,31181500,0,47.80196607700792
933,2014-03-14,47.057999,47.388,45.664001,46.194,46.194,41448500,0,47.844843121137416
934,2014-03-17,46.990002,47.585999,46.099998,46.796001,46.796001,29563000,1,46.69353523500024
935,2014-03-18,47.389999,48.299999,47.004002,48.007999,48.007999,31211500,-1,46.75125117967933
936,2014-03-19,48.278,48.310001,46.702,47.167999,47.167999,25356500,-1,47.9211170077394
937,2014-03-20,47.231998,47.849998,46.672001,46.981998,46.981998,19089500,0,47.646027193934515
938,2014-03-21,47.203999,47.240002,45.5,45.778,45.778,41084500,0,47.275762714123445
939,2014-03-24,45.950001,45.98,42.054001,44.034,44.034,56644000,0,46.00067559125716
940,2014-03-25,44.827999,45.41,43.580002,44.088001,44.088001,39327000,-1,44.10307013222544
941,2014-03-26,44.389999,44.52,42.27,42.591999,42.591999,34536500,0,43.7077188923692
942,2014-03-27,42.473999,42.720001,40.599998,41.464001,41.464001,47478500,-1,42.61862855610045
943,2014-03-28,42.560001,43.344002,42.054001,42.473999,42.473999,48424000,-1,41.55515414207626
944,2014-03-31,43.299999,43.349998,41.278,41.689999,41.689999,41900000,0,42.274121605319706
945,2014-04-01,41.804001,43.632,41.716,43.394001,43.394001,36857000,0,42.055868283524475
946,2014-04-02,44.0,46.178001,43.610001,46.057999,46.057999,53911500,-1,43.50191206174313
947,2014-04-03,46.060001,47.146,44.400002,45.080002,45.080002,54618500,0,46.252348114491056
948,2014-04-04,45.202,45.653999,42.25,42.445999,42.445999,56728000,0,46.11972963313522
949,2014-04-07,41.161999,43.240002,40.702,41.504002,41.504002,49277500,0,43.342328667183665
950,2014-04-08,42.009998,43.298,41.284,43.091999,43.091999,34446500,0,41.31495176848868
951,2014-04-09,43.352001,43.689999,42.178001,43.386002,43.386002,25789500,0,42.26513330091849
952,2014-04-10,43.363998,43.5,40.757999,40.838001,40.838001,36057500,0,43.33409311464358
953,2014-04-11,40.122002,41.400002,39.720001,40.756001,40.756001,45336000,0,41.670511501547196
954,2014-04-14,41.52,41.688,38.882,39.618,39.618,38515000,-1,40.90895766073449
955,2014-04-15,39.818001,39.858002,36.863998,38.782001,38.782001,68296500,-1,39.73359152699608
956,2014-04-16,39.400002,39.998001,38.164001,39.821999,39.821999,36011000,-1,38.85077010665427
957,2014-04-17,39.922001,40.458,38.816002,39.624001,39.624001,29634000,0,39.66655189342319
958,2014-04-21,39.416,41.240002,38.799999,40.875999,40.875999,26291000,1,39.98289399981573
959,2014-04-22,41.271999,43.866001,41.001999,43.728001,43.728001,49023500,0,41.18270593656905
960,2014-04-23,43.265999,43.348,41.400002,41.598,41.598,36478000,-1,43.93573562939295
961,2014-04-24,42.161999,42.560001,40.639999,41.571999,41.571999,27476000,1,42.80279190747184
962,2014-04-25,40.400002,41.34,39.529999,39.970001,39.970001,34983500,0,41.98044403763703
963,2014-04-28,40.0,40.757999,38.099998,39.702,39.702,35210000,0,40.136589533283185
964,2014-04-29,39.641998,41.43,39.105999,41.383999,41.383999,28895500,0,39.442671565141296
965,2014-04-30,40.720001,41.632,40.256001,41.577999,41.577999,22203000,0,40.96565254595838
966,2014-05-01,41.416,42.804001,41.138,41.546001,41.546001,27199500,0,41.929733902358564
967,2014-05-02,41.720001,42.271999,41.304001,42.181999,42.181999,20434000,0,42.18753278232363
968,2014-05-05,41.896,43.537998,41.703999,43.321999,43.321999,25735000,0,42.587318550470684
969,2014-05-06,43.32,43.731998,41.369999,41.456001,41.456001,28183500,0,43.54166630359724
970,2014-05-07,41.928001,42.040001,39.450001,40.27,40.27,50896500,-1,42.13756049292884
971,2014-05-08,36.400002,38.880001,35.599998,35.717999,35.717999,100283000,-1,40.50458085153342
972,2014-05-09,35.972,36.68,35.444,36.452,36.452,42476000,1,36.011613676135184
973,2014-05-12,36.773998,37.438,35.976002,36.933998,36.933998,35011500,0,35.4824961946596
974,2014-05-13,36.751999,38.268002,36.599998,38.032001,38.032001,35486000,0,36.4099610174585
975,2014-05-14,37.790001,38.695999,37.419998,38.124001,38.124001,27033500,0,38.267447038188635
976,2014-05-15,37.995998,38.532001,37.060001,37.717999,37.717999,30202000,-1,39.014214149372805
977,2014-05-16,37.790001,38.408001,37.543999,38.312,38.312,22438500,1,38.609092041299334
978,2014-05-19,38.144001,39.377998,38.0,39.217999,39.217999,22858500,0,38.688697413860965
979,2014-05-20,39.388,39.866001,38.613998,39.060001,39.060001,27730500,0,39.39467431775839
980,2014-05-21,39.236,39.973999,38.958,39.889999,39.889999,26427000,0,39.48060727774674
981,2014-05-22,40.07,41.375999,39.911999,40.976002,40.976002,31072500,0,40.1368429348998
982,2014-05-23,40.905998,41.551998,40.5,41.459999,41.459999,20034000,0,41.20822496996021
983,2014-05-27,41.703999,42.773998,41.540001,42.312,42.312,26705500,0,41.8974922731383
984,2014-05-28,42.004002,42.554001,41.051998,42.048,42.048,27475500,0,42.68987912830241
985,2014-05-29,42.113998,42.498001,41.543999,42.048,42.048,18462500,0,42.534357612597546
986,2014-05-30,42.060001,42.959999,41.403999,41.554001,41.554001,27905500,0,42.31495653053881
987,2014-06-02,41.466,41.869999,40.334,40.939999,40.939999,23340500,0,41.74430354290406
988,2014-06-03,40.698002,41.599998,40.518002,40.987999,40.987999,19304000,1,41.06126693829928
989,2014-06-04,40.869999,41.251999,40.080002,40.798,40.798,17137000,0,40.97578115763437
990,2014-06-05,40.894001,41.84,40.810001,41.380001,41.380001,20273000,0,40.93209919072268
991,2014-06-06,41.950001,42.161999,41.436001,41.633999,41.633999,15369000,1,41.51999839426489
992,2014-06-09,41.59,41.998001,40.84,41.062,41.062,14028500,-1,41.963779154850045
993,2014-06-10,40.886002,41.394001,40.310001,40.459999,40.459999,17573500,-1,41.561109080066785
994,2014-06-11,40.299999,41.0,39.849998,40.894001,40.894001,19887500,0,40.800777529404826
995,2014-06-12,41.02,41.976002,40.542,40.703999,40.703999,29968500,1,40.89938802321281
996,2014-06-13,40.956001,41.358002,40.316002,41.284,41.284,17721500,1,40.87266905863707
997,2014-06-16,41.352001,45.098,41.251999,44.922001,44.922001,66232000,0,41.43748635610088
998,2014-06-17,44.821999,47.108002,44.57,46.334,46.334,66524500,0,44.79451370811094
999,2014-06-18,46.299999,46.341999,45.223999,45.424,45.424,34701000,1,47.06356867216087
1000,2014-06-19,45.776001,47.062,45.400002,45.557999,45.557999,43965500,1,46.59169759707474
1001,2014-06-20,45.703999,46.257999,45.240002,45.917999,45.917999,24519500,0,45.965512390457064
1002,2014-06-23,45.902,47.798,45.644001,47.444,47.444,38955500,0,45.8236522030834
1003,2014-06-24,47.793999,48.375999,46.326,46.5,46.5,40379500,0,47.188957754454364
1004,2014-06-25,46.610001,47.509998,46.048,47.377998,47.377998,29008000,0,46.89860421974262
1005,2014-06-26,47.433998,48.080002,46.841999,47.119999,47.119999,25607000,0,47.491877028154875
1006,2014-06-27,46.938,48.0,46.900002,47.812,47.812,28175000,0,47.377153172725485
1007,2014-06-30,47.91,48.897999,47.799999,48.012001,48.012001,24143000,0,47.90864070461532
1008,2014-07-01,48.492001,48.688,47.740002,47.944,47.944,21680500,0,48.22068988950279
1009,2014-07-02,48.132,48.466,45.414001,45.886002,45.886002,40137000,0,48.20815396246894
1010,2014-07-03,46.257999,46.380001,44.799999,45.849998,45.849998,25833500,0,46.310518691482315
1011,2014-07-07,45.5,45.956001,44.080002,44.532001,44.532001,29468500,1,45.628972684622354
1012,2014-07-08,43.73,44.192001,42.854,43.813999,43.813999,39181000,1,44.452987952819825
1013,2014-07-09,44.254002,44.844002,43.841999,44.612,44.612,20577000,0,43.716125863649935
1014,2014-07-10,43.436001,44.444,43.208,43.891998,43.891998,24319500,-1,44.40986496006245
1015,2014-07-11,44.122002,44.32,43.52,43.625999,43.625999,16511500,-1,44.221721712712394
1016,2014-07-14,43.998001,45.757999,43.09,45.34,45.34,36016000,0,43.95183408503691
1017,2014-07-15,45.346001,45.529999,43.619999,43.916,43.916,28592500,0,45.31306285157582
1018,2014-07-16,44.363998,44.959999,43.363998,43.431999,43.431999,20222500,-1,44.52622847301113
1019,2014-07-17,43.231998,44.110001,42.720001,43.080002,43.080002,23247000,1,43.72161126335084
1020,2014-07-18,43.189999,44.242001,43.186001,44.004002,44.004002,21268500,0,43.09102134039723
1021,2014-07-21,43.450001,44.641998,43.344002,44.108002,44.108002,19111000,-1,43.81914852678254
1022,2014-07-22,44.438,44.66,43.821999,43.916,43.916,13650000,0,44.30846704847167
1023,2014-07-23,44.001999,44.950001,43.886002,44.498001,44.498001,15416500,0,44.30997255219394
1024,2014-07-24,44.650002,45.02,44.16,44.708,44.708,16227500,0,44.70924406411902
1025,2014-07-25,44.543999,45.394001,44.349998,44.714001,44.714001,15435500,0,44.9558261960544
1026,2014-07-28,44.849998,46.400002,44.279999,44.964001,44.964001,32571500,0,44.9834022543334
1027,2014-07-29,45.321999,45.66,44.972,45.001999,45.001999,16912000,0,45.13966906891066
1028,2014-07-30,44.383999,45.919998,44.208,45.784,45.784,24639000,1,45.18643657315411
1029,2014-07-31,45.852001,46.279999,44.299999,44.66,44.66,38745500,1,45.86494176061467
1030,2014-08-01,45.217999,47.5,45.200001,46.653999,46.653999,59479000,1,45.08428590970222
1031,2014-08-04,46.875999,48.099998,46.653999,47.703999,47.703999,29798500,1,46.50829120026384
1032,2014-08-05,47.493999,48.598,47.138,47.698002,47.698002,26943000,0,47.90893882416428
1033,2014-08-06,47.779999,50.284,47.716,49.785999,49.785999,46246500,0,48.27329308391718
1034,2014-08-07,50.023998,51.338001,49.824001,50.478001,50.478001,37394500,-1,49.97397567488191
1035,2014-08-08,50.231998,50.352001,49.299999,49.625999,49.625999,25450500,-1,50.92791351362865
1036,2014-08-11,51.096001,52.748001,51.0,51.863998,51.863998,40506500,1,50.22818966727071
1037,2014-08-12,51.616001,52.060001,50.916,51.992001,51.992001,31911500,-1,51.73588456821476
1038,2014-08-13,52.402,53.127998,51.922001,52.062,52.062,34663000,-1,52.2806011550898
1039,2014-08-14,52.498001,52.599998,51.299999,52.276001,52.276001,20633000,0,52.42113471047058
1040,2014-08-15,52.296001,52.417999,51.700001,52.402,52.402,19339500,0,52.48255479054552
1041,2014-08-18,52.650002,53.452,51.950001,51.987999,51.987999,29246000,0,52.534755523568805
1042,2014-08-19,51.773998,51.866001,50.324001,51.352001,51.352001,26674000,0,52.160742190429545
1043,2014-08-20,50.933998,51.748001,50.599998,51.141998,51.141998,15139500,0,51.469246443622964
1044,2014-08-21,51.304001,51.759998,50.652,50.868,50.868,14578000,0,51.1059579612576
1045,2014-08-22,50.908001,51.389999,50.521999,51.355999,51.355999,14167000,0,50.86407121221839
1046,2014-08-25,51.638,52.736,51.638,52.509998,52.509998,21590500,0,51.34719630027783
1047,2014-08-26,52.995998,53.099998,52.332001,52.348,52.348,19090000,0,52.61903392006042
1048,2014-08-27,52.700001,52.848,52.057999,52.650002,52.650002,14925500,-1,52.85586008975601
1049,2014-08-28,52.377998,52.896,52.327999,52.771999,52.771999,14224500,0,53.02093633700511
1050,2014-08-29,53.740002,54.400002,53.501999,53.939999,53.939999,32235500,1,53.013781467830015
1051,2014-09-02,55.099998,56.978001,54.860001,56.824001,56.824001,49262000,1,54.00209994356082
1052,2014-09-03,57.534,57.599998,56.02,56.237999,56.237999,33861500,-1,56.84386492013333
1053,2014-09-04,56.801998,58.284,56.080002,57.208,57.208,41708500,1,57.10257306472273
1054,2014-09-05,56.509998,56.580002,54.501999,55.478001,55.478001,55849500,-1,57.659683971845865
1055,2014-09-08,55.523998,56.976002,55.504002,56.422001,56.422001,27508000,1,55.981330535098394
1056,2014-09-09,56.598,57.098,55.400002,55.695999,55.695999,22794000,1,56.154560352011615
1057,2014-09-10,55.900002,56.282001,54.731998,56.220001,56.220001,18906500,0,55.692407974221666
1058,2014-09-11,56.091999,56.958,55.726002,56.062,56.062,18830500,-1,56.163615733311346
1059,2014-09-12,56.099998,56.478001,55.400002,55.84,55.84,16623000,0,56.257597921121686
1060,2014-09-15,54.874001,54.880001,49.826,50.771999,50.771999,82277000,-1,56.10333596051119
1061,2014-09-16,51.029999,52.492001,50.484001,52.147999,52.147999,41500500,-1,51.484629412349406
1062,2014-09-17,52.481998,52.939999,51.900002,52.276001,52.276001,25888500,1,51.25000932731615
1063,2014-09-18,52.672001,53.119999,52.464001,52.764,52.764,18463000,0,51.78488796907543
1064,2014-09-19,51.598,52.285999,51.054001,51.863998,51.863998,34054500,0,52.87992579034598
1065,2014-09-22,51.0,51.203999,48.942001,50.006001,50.006001,41070500,0,52.47458009261078
1066,2014-09-23,49.043999,50.759998,49.0,50.082001,50.082001,28293500,0,50.51778299713261
1067,2014-09-24,50.223999,50.568001,49.408001,50.428001,50.428001,18747500,0,49.867017833703
1068,2014-09-25,50.504002,50.992001,49.220001,49.389999,49.389999,24171000,0,50.16932596232813
1069,2014-09-26,49.650002,49.945999,49.214001,49.32,49.32,18977000,0,49.59330682281207
1070,2014-09-29,48.799999,49.728001,48.276001,49.051998,49.051998,24263500,0,49.412683641084584
1071,2014-09-30,49.383999,49.529999,48.023998,48.535999,48.535999,21191500,0,49.15919258860201
1072,2014-10-01,48.439999,48.532001,47.130001,48.048,48.048,29708500,0,48.686494231767526
1073,2014-10-02,50.040001,50.557999,49.071999,50.284,50.284,44991000,-1,48.15046782974474
1074,2014-10-03,50.612,51.299999,50.206001,51.042,51.042,27031500,0,50.03973339439425
1075,2014-10-06,51.826,52.498001,51.560001,52.124001,52.124001,38566500,0,51.41923688928455
1076,2014-10-07,51.706001,52.292,51.146,51.914001,51.914001,22427500,1,52.68730329677277
1077,2014-10-08,52.02,52.576,50.528,51.855999,51.855999,25275500,0,52.570604399331515
1078,2014-10-09,52.450001,53.108002,50.880001,51.402,51.402,36806500,-1,52.16496803503608
1079,2014-10-10,48.928001,49.178001,47.040001,47.382,47.382,64441500,1,51.478599944471654
1080,2014-10-13,47.714001,47.792,44.200001,44.917999,44.917999,56343500,0,47.71771003948247
1081,2014-10-14,45.650002,46.493999,44.599998,45.411999,45.411999,35526500,0,44.4721570398181
1082,2014-10-15,44.0,46.198002,43.464001,45.939999,45.939999,45736500,0,44.34809458951747
1083,2014-10-16,43.944,45.984001,43.82,45.27,45.27,26996500,0,45.52873743927253
1084,2014-10-17,46.675999,46.953999,45.310001,45.495998,45.495998,52747000,-1,45.75465988646482
1085,2014-10-20,45.344002,46.48,45.102001,46.094002,46.094002,17472000,1,45.980619598600725
1086,2014-10-21,46.854,47.077999,46.16,47.068001,47.068001,20651500,1,46.416835575630955
1087,2014-10-22,46.638,47.478001,46.112,46.220001,46.220001,20583000,0,47.30659572847486
1088,2014-10-23,46.931999,47.256001,46.400002,47.057999,47.057999,17462000,-1,46.734258365388484
1089,2014-10-24,47.254002,47.560001,46.240002,47.048,47.048,17316500,0,47.12008468565537
1090,2014-10-27,46.849998,46.922001,44.062,44.334,44.334,47766500,0,47.185566644584924
1091,2014-10-28,45.919998,48.919998,45.650002,48.554001,48.554001,52581500,-1,44.83125694252054
1092,2014-10-29,48.226002,48.299999,47.127998,47.619999,47.619999,24812500,1,47.76300930494729
1093,2014-10-30,47.627998,48.099998,47.012001,47.731998,47.731998,16142000,0,48.114522065128625
1094,2014-10-31,48.501999,48.624001,47.75,48.34,48.34,18876500,0,48.26483394171538
1095,2014-11-03,48.599998,49.512001,48.264,48.518002,48.518002,21019000,1,48.57325352109423
1096,2014-11-04,48.098,48.470001,47.306,47.785999,47.785999,18413000,0,48.72053948425902
1097,2014-11-05,48.200001,48.271999,46.105999,46.194,46.194,45229500,1,48.057611043231745
1098,2014-11-06,46.897999,49.338001,45.700001,48.243999,48.243999,76773500,1,46.39196495225879
1099,2014-11-07,48.438,48.568001,47.439999,48.040001,48.040001,25805000,0,47.71984159425756
1100,2014-11-10,47.821999,48.576,47.360001,48.386002,48.386002,22886000,0,48.211396012563895
1101,2014-11-11,48.509998,50.363998,48.400002,50.216,50.216,39744000,0,48.72832040448692
1102,2014-11-12,49.944,50.467999,49.116001,49.82,49.82,29354000,0,50.3797238340082
1103,2014-11-13,50.124001,51.150002,50.049999,50.34,50.34,31180000,0,50.422235681690225
1104,2014-11-14,50.0,51.77,49.700001,51.736,51.736,30505500,0,50.65687067270093
1105,2014-11-17,51.498001,51.799999,50.403999,50.796001,50.796001,20128500,-1,51.79552338398466
1106,2014-11-18,51.172001,51.998001,51.102001,51.540001,51.540001,22365000,-1,51.24823551599982
1107,2014-11-19,50.122002,50.375999,49.119999,49.548,49.548,39592500,0,51.601060002196604
1108,2014-11-20,49.59,50.186001,49.200001,49.742001,49.742001,17936000,0,49.88357092165913
1109,2014-11-21,50.442001,50.556,48.433998,48.556,48.556,37425500,0,49.51650377401067
1110,2014-11-24,49.040001,49.52,48.127998,49.344002,49.344002,23948500,1,48.51420349143355
1111,2014-11-25,49.470001,49.944,49.217999,49.618,49.618,15799000,1,49.11156053766658
1112,2014-11-26,49.667999,49.799999,49.32,49.688,49.688,9906000,0,49.73212619078632
1113,2014-11-28,49.07,49.338001,48.504002,48.903999,48.903999,10598500,0,50.04292327356815
1114,2014-12-01,48.231998,48.493999,45.801998,46.327999,46.327999,43097000,0,49.33569426756509
1115,2014-12-02,46.914001,46.976002,45.599998,46.285999,46.285999,29435000,0,46.71862199504541
1116,2014-12-03,45.25,45.944,45.099998,45.860001,45.860001,26538500,-1,45.85434361064905
1117,2014-12-04,45.720001,46.18,45.562,45.655998,45.655998,19278000,1,45.53104786577698
1118,2014-12-05,45.734001,45.877998,44.452,44.742001,44.742001,30318000,0,45.6165932703517
1119,2014-12-08,44.307999,44.972,42.467999,42.872002,42.872002,46128000,0,45.02345461573647
1120,2014-12-09,41.868,43.546001,40.854,43.377998,43.377998,47157500,1,43.249531504580446
1121,2014-12-10,42.826,43.354,41.540001,41.967999,41.967999,36570500,-1,43.161280665098914
1122,2014-12-11,42.105999,43.085999,41.646,41.776001,41.776001,33472000,0,42.137992766274834
1123,2014-12-12,40.964001,42.335999,40.900002,41.400002,41.400002,35869000,-1,41.82202330931851
1124,2014-12-15,41.858002,41.959999,40.534,40.807999,40.807999,26091500,0,41.5317741164489
1125,2014-12-16,40.178001,40.736,39.074001,39.562,39.562,42130500,0,41.056310700797795
1126,2014-12-17,38.612,41.330002,38.529999,41.164001,41.164001,36839000,0,39.90508479753659
1127,2014-12-18,42.476002,43.688,42.360001,43.652,43.652,37416500,0,40.97341110722013
1128,2014-12-19,44.037998,44.080002,42.900002,43.858002,43.858002,34552500,-1,43.63681115764854
1129,2014-12-22,44.0,44.812,43.652,44.52,44.52,23997000,0,44.686773303116
1130,2014-12-23,44.762001,44.863998,43.903999,44.194,44.194,22528500,0,45.23340530809311
1131,2014-12-24,43.953999,44.5,43.849998,44.452,44.452,6661000,0,44.715087207278685
1132,2014-12-26,44.301998,45.700001,44.299999,45.563999,45.563999,16635000,1,44.542669766136385
1133,2014-12-29,45.380001,45.582001,44.804001,45.141998,45.141998,14012500,0,45.43139395354764
1134,2014-12-30,44.798,45.130001,44.279999,44.445999,44.445999,14516000,0,45.417516488543455
1135,2014-12-31,44.618,45.136002,44.450001,44.481998,44.481998,11487500,1,44.760334301822425
1136,2015-01-02,44.574001,44.650002,42.652,43.862,43.862,23822000,0,44.5155930581019
1137,2015-01-05,42.91,43.299999,41.431999,42.018002,42.018002,26842500,0,43.96352782434495
1138,2015-01-06,42.012001,42.84,40.841999,42.256001,42.256001,31309500,0,42.2879394464141
1139,2015-01-07,42.669998,42.956001,41.956001,42.189999,42.189999,14842000,0,42.04687997912326
1140,2015-01-08,42.562,42.759998,42.001999,42.124001,42.124001,17212500,0,42.1487623349811
1141,2015-01-09,41.784,41.995998,40.992001,41.332001,41.332001,23341500,0,42.332463601051614
1142,2015-01-12,40.610001,40.894001,39.849998,40.442001,40.442001,29751500,1,41.75508056459904
