,Date,Open,High,Low,Close,Adj Close,Volume,Positive Sentiment,Negative Sentiment
90,2010-11-04,4.52,5.066,4.43,4.98,4.98,9370000,0.0,0.0
91,2010-11-05,4.974,4.994,4.744,4.888,4.888,5055000,0.0,0.0
92,2010-11-08,4.9,5.0,4.806,4.996,4.996,2547500,0.0,0.0
93,2010-11-09,5.0,5.138,4.81,4.926,4.926,4782000,0.0,0.0
94,2010-11-10,4.896,5.994,4.81,5.872,5.872,15302500,0.0,0.0
95,2010-11-11,5.72,5.82,5.466,5.608,5.608,9726500,0.0,0.0
96,2010-11-12,5.65,6.1,5.614,5.968,5.968,13645500,0.8790283799171448,0.007440219167619944
97,2010-11-15,6.044,6.588,6.044,6.16,6.16,13114500,0.0,0.0
98,2010-11-16,6.2,6.28,5.684,5.934,5.934,6738000,0.0,0.0
99,2010-11-17,6.04,6.15,5.722,5.898,5.898,3750000,0.0,0.0
100,2010-11-18,6.134,6.148,5.784,5.978,5.978,4780500,0.0,0.0
101,2010-11-19,6.032,6.274,5.94,6.198,6.198,5752500,0.0,0.0
102,2010-11-22,6.314,6.69,6.3,6.68,6.68,7648500,0.0,0.0
103,2010-11-23,6.658,7.136,6.438,6.914,6.914,7889000,0.0,0.0
104,2010-11-24,7.054,7.194,6.866,7.094,7.094,7125000,0.0,0.0
105,2010-11-26,7.12,7.2,6.95,7.064,7.064,1753000,0.0,0.0
106,2010-11-29,7.082,7.19,6.666,6.866,6.866,5728000,0.0,0.0
107,2010-11-30,6.748,7.066,6.682,7.066,7.066,11113000,0.0,0.0
108,2010-12-01,7.174,7.284,6.69,6.87,6.87,6496000,0.0,0.0
109,2010-12-02,6.802,6.86,6.24,6.47,6.47,10035000,0.0,0.0
110,2010-12-03,6.402,6.45,6.174,6.298,6.298,5800500,0.0,0.0
111,2010-12-06,6.27,6.29,5.912,6.062,6.062,6372000,0.0,0.0
112,2010-12-07,6.098,6.48,6.01,6.312,6.312,6556500,0.0,0.0
113,2010-12-08,6.496,6.498,6.304,6.474,6.474,3300000,0.0,0.0
114,2010-12-09,6.502,6.544,6.33,6.41,6.41,2030000,0.0,0.0
115,2010-12-10,6.41,6.584,6.226,6.304,6.304,2147000,0.0,0.0
116,2010-12-13,6.328,6.354,6.08,6.11,6.11,2052000,0.0,0.0
117,2010-12-14,6.058,6.078,5.552,5.706,5.706,8828500,0.0,0.0
118,2010-12-15,5.734,5.994,5.706,5.92,5.92,3714500,0.0,0.0
119,2010-12-16,6.0,6.182,5.93,6.162,6.162,3950500,0.0,0.0
120,2010-12-17,6.268,6.308,6.142,6.272,6.272,4065000,0.0,0.0
121,2010-12-20,6.328,6.438,6.252,6.34,6.34,2617000,0.0,0.0
122,2010-12-21,6.36,6.538,6.342,6.452,6.452,3888500,0.0,0.0
123,2010-12-22,6.45,6.572,6.34,6.526,6.526,4166500,0.0,0.0
124,2010-12-23,6.252,6.496,5.984,6.018,6.018,7763000,0.0,0.0
125,2010-12-27,5.604,5.716,5.012,5.11,5.11,46509500,0.021343957632780075,0.9602555632591248
126,2010-12-28,5.17,5.35,5.0,5.282,5.282,20281500,0.14158669114112854,0.07760052382946014
127,2010-12-29,5.406,5.602,5.3,5.546,5.546,16596000,0.0,0.0
128,2010-12-30,5.54,5.58,5.276,5.3,5.3,10205500,0.0,0.0
129,2010-12-31,5.314,5.45,5.3,5.326,5.326,7089500,0.0,0.0
130,2011-01-03,5.368,5.4,5.18,5.324,5.324,6415000,0.0,0.0
131,2011-01-04,5.332,5.39,5.204,5.334,5.334,5937000,0.0,0.0
132,2011-01-05,5.296,5.38,5.238,5.366,5.366,7233500,0.0,0.0
133,2011-01-06,5.366,5.6,5.362,5.576,5.576,10306000,0.0,0.0
134,2011-01-07,5.6,5.716,5.58,5.648,5.648,11239500,0.0,0.0
135,2011-01-10,5.634,5.736,5.61,5.69,5.69,6713500,0.0,0.0
136,2011-01-11,5.718,5.742,5.384,5.392,5.392,8551000,0.0,0.0
137,2011-01-12,5.402,5.48,5.304,5.392,5.392,4822000,0.0,0.0
138,2011-01-13,5.392,5.394,5.232,5.244,5.244,3618000,0.0,0.0
139,2011-01-14,5.23,5.316,5.122,5.15,5.15,5960000,0.0,0.0
140,2011-01-18,5.096,5.128,4.95,5.128,5.128,8108500,0.0,0.0
141,2011-01-19,5.054,5.094,4.75,4.806,4.806,11857500,0.0,0.0
142,2011-01-20,4.806,4.89,4.474,4.524,4.524,11399500,0.0,0.0
143,2011-01-21,4.624,4.718,4.542,4.608,4.608,6085000,0.0,0.0
144,2011-01-24,4.706,4.962,4.646,4.898,4.898,8225500,0.0,0.0
145,2011-01-25,4.93,4.978,4.804,4.936,4.936,6357500,0.0,0.0
146,2011-01-26,4.942,4.976,4.82,4.95,4.95,5399500,0.0,0.0
147,2011-01-27,4.948,5.016,4.906,4.984,4.984,4478500,0.0,0.0
148,2011-01-28,4.976,4.976,4.75,4.802,4.802,5242000,0.0,0.0
149,2011-01-31,4.81,4.824,4.7,4.82,4.82,4151500,0.0,0.0
150,2011-02-01,4.862,4.946,4.708,4.782,4.782,3539000,0.0,0.0
151,2011-02-02,4.832,4.836,4.734,4.788,4.788,2847500,0.0,0.0
152,2011-02-03,4.764,4.78,4.63,4.726,4.726,2560000,0.0,0.0
153,2011-02-04,4.688,4.734,4.644,4.692,4.692,2720000,0.0,0.0
154,2011-02-07,4.652,4.652,4.576,4.614,4.614,4475500,0.0,0.0
155,2011-02-08,4.756,5.05,4.6,4.898,4.898,17524500,0.0,0.0
156,2011-02-09,4.826,4.836,4.558,4.642,4.642,13178000,0.0,0.0
157,2011-02-10,4.652,4.728,4.562,4.644,4.644,4180500,0.0,0.0
158,2011-02-11,4.65,4.75,4.588,4.65,4.65,3172500,0.0,0.0
159,2011-02-14,4.728,4.828,4.61,4.616,4.616,6415500,0.0,0.0
160,2011-02-15,4.602,4.634,4.512,4.568,4.568,4768500,0.0,0.0
161,2011-02-16,4.62,4.994,4.614,4.946,4.946,20575500,0.0,0.0
162,2011-02-17,4.926,5.098,4.71,4.72,4.72,13092000,0.0,0.0
163,2011-02-18,4.666,4.698,4.592,4.636,4.636,11853500,0.0,0.0
164,2011-02-22,4.576,4.6,4.356,4.374,4.374,10323000,0.0,0.0
165,2011-02-23,4.436,4.5,4.222,4.366,4.366,8028000,0.0,0.0
166,2011-02-24,4.356,4.516,4.3,4.506,4.506,5276500,0.0,0.0
167,2011-02-25,4.562,4.77,4.538,4.722,4.722,6731500,0.0,0.0
168,2011-02-28,4.748,4.82,4.7,4.778,4.778,5256000,0.0,0.0
169,2011-03-01,4.81,4.864,4.74,4.788,4.788,5532000,0.0,0.0
170,2011-03-02,4.764,4.856,4.746,4.804,4.804,3316500,0.0,0.0
171,2011-03-03,4.896,4.958,4.812,4.872,4.872,3201000,0.0,0.0
172,2011-03-04,4.896,4.998,4.756,4.99,4.99,7900500,0.0,0.0
173,2011-03-07,4.986,5.08,4.94,4.988,4.988,10168000,0.0,0.0
174,2011-03-08,4.92,4.992,4.8,4.932,4.932,6999500,0.0,0.0
175,2011-03-09,4.932,4.998,4.854,4.944,4.944,4624000,0.0,0.0
176,2011-03-10,4.888,4.898,4.746,4.802,4.802,5085000,0.0,0.0
177,2011-03-11,4.77,4.85,4.706,4.814,4.814,4654000,0.0,0.0
178,2011-03-14,4.764,4.8,4.64,4.65,4.65,5830000,0.0,0.0
179,2011-03-15,4.44,4.592,4.36,4.59,4.59,6594000,0.0,0.0
180,2011-03-16,4.572,4.65,4.538,4.564,4.564,5848500,0.0,0.0
181,2011-03-17,4.648,4.686,4.528,4.562,4.562,4613000,0.0,0.0
182,2011-03-18,4.638,4.638,4.502,4.592,4.592,3439500,0.0,0.0
183,2011-03-21,4.61,4.61,4.508,4.546,4.546,2058500,0.0,0.0
184,2011-03-22,4.546,4.572,4.4,4.438,4.438,2914500,0.0,0.0
185,2011-03-23,4.422,4.454,4.354,4.442,4.442,2114000,0.0,0.0
186,2011-03-24,4.428,4.476,4.396,4.466,4.466,2311000,0.0,0.0
187,2011-03-25,4.486,4.6,4.48,4.55,4.55,2840000,0.0,0.0
188,2011-03-28,4.54,4.708,4.51,4.65,4.65,5290500,0.0,0.0
189,2011-03-29,4.66,4.8,4.642,4.784,4.784,3777000,0.0,0.0
190,2011-03-30,4.822,4.898,4.602,4.742,4.742,6116500,0.0,0.0
191,2011-03-31,5.31,5.742,5.3,5.55,5.55,57589000,0.0,0.0
192,2011-04-01,5.49,5.636,5.314,5.332,5.332,14324000,0.0,0.0
193,2011-04-04,5.366,5.4,5.046,5.166,5.166,13046500,0.0,0.0
194,2011-04-05,5.18,5.4,5.138,5.34,5.34,15904500,0.0,0.0
195,2011-04-06,5.398,5.402,5.16,5.298,5.298,6441500,0.0,0.0
196,2011-04-07,5.37,5.588,5.29,5.448,5.448,14051500,0.0,0.0
197,2011-04-08,5.516,5.52,5.272,5.298,5.298,9732000,0.0,0.0
198,2011-04-11,5.294,5.306,5.004,5.054,5.054,6847000,0.0,0.0
199,2011-04-12,5.016,5.042,4.86,4.93,4.93,6787000,0.0,0.0
200,2011-04-13,5.026,5.138,4.962,4.986,4.986,6057500,0.0,0.0
201,2011-04-14,4.974,5.056,4.84,5.028,5.028,4917000,0.0,0.0
202,2011-04-15,5.13,5.236,5.082,5.116,5.116,4717500,0.0,0.0
203,2011-04-18,5.026,5.124,4.872,5.006,5.006,5169500,0.0,0.0
204,2011-04-19,5.052,5.052,4.93,5.032,5.032,2743500,0.0,0.0
205,2011-04-20,5.14,5.218,5.06,5.15,5.15,4186000,0.0,0.0
206,2011-04-21,5.17,5.396,5.118,5.348,5.348,6930500,0.0,0.0
207,2011-04-25,5.34,5.346,5.194,5.278,5.278,4004500,0.0,0.0
208,2011-04-26,5.332,5.45,5.262,5.386,5.386,7000000,0.0,0.0
209,2011-04-27,5.386,5.472,5.326,5.416,5.416,4984500,0.0,0.0
210,2011-04-28,5.414,5.538,5.344,5.532,5.532,8000000,0.0,0.0
211,2011-04-29,5.538,5.574,5.484,5.52,5.52,3630000,0.0,0.0
212,2011-05-02,5.52,5.56,5.412,5.49,5.49,3923000,0.0,0.0
213,2011-05-03,5.476,5.478,5.3,5.374,5.374,4569500,0.0,0.0
214,2011-05-04,5.356,5.4,5.15,5.338,5.338,5222500,0.0,0.0
215,2011-05-05,5.44,5.488,5.234,5.288,5.288,6092500,0.0,0.0
216,2011-05-06,5.38,5.54,5.324,5.424,5.424,4908500,0.0,0.0
217,2011-05-09,5.4,5.6,5.37,5.582,5.582,4582000,0.0,0.0
218,2011-05-10,5.648,5.79,5.582,5.666,5.666,7676500,0.0,0.0
219,2011-05-11,5.64,5.66,5.384,5.414,5.414,4812500,0.0,0.0
220,2011-05-12,5.414,5.548,5.33,5.534,5.534,3140000,0.0,0.0
221,2011-05-13,5.6,5.638,5.46,5.51,5.51,3307500,0.0,0.0
222,2011-05-16,5.598,5.598,5.31,5.32,5.32,3778500,0.0,0.0
223,2011-05-17,5.4,5.4,5.144,5.192,5.192,6171000,0.0,0.0
224,2011-05-18,5.22,5.294,5.104,5.27,5.27,3647500,0.0,0.0
225,2011-05-19,5.406,5.688,5.32,5.64,5.64,13275500,0.0,0.0
226,2011-05-20,5.652,5.656,5.47,5.594,5.594,4212500,0.0,0.0
227,2011-05-23,5.524,5.524,5.324,5.364,5.364,4318000,0.0,0.0
228,2011-05-24,5.404,5.5,5.32,5.344,5.344,3068500,0.0,0.0
229,2011-05-25,5.38,5.802,5.234,5.796,5.796,23465500,0.035450104624032974,0.04569149762392044
230,2011-05-26,5.764,5.952,5.62,5.896,5.896,16684500,0.0,0.0
231,2011-05-27,5.908,5.934,5.764,5.91,5.91,8435500,0.0,0.0
232,2011-05-31,5.938,6.056,5.91,6.028,6.028,16452500,0.0,0.0
233,2011-06-01,6.0,6.02,5.676,5.704,5.704,7649500,0.0,0.0
234,2011-06-02,5.704,5.864,5.702,5.752,5.752,4931500,0.0,0.0
235,2011-06-03,5.99,6.3,5.9,6.026,6.026,31046000,0.0,0.0
236,2011-06-06,6.02,6.026,5.652,5.74,5.74,11655500,0.0,0.0
237,2011-06-07,5.788,5.878,5.652,5.674,5.674,6110500,0.0,0.0
238,2011-06-08,5.688,5.72,5.404,5.424,5.424,8479500,0.0,0.0
239,2011-06-09,5.486,5.62,5.42,5.524,5.524,8016000,0.0,0.0
240,2011-06-10,5.504,5.66,5.47,5.572,5.572,7833000,0.0,0.0
241,2011-06-13,5.614,5.776,5.576,5.686,5.686,8567000,0.0,0.0
242,2011-06-14,5.708,5.94,5.704,5.72,5.72,7867000,0.0,0.0
243,2011-06-15,5.688,5.69,5.414,5.464,5.464,6725000,0.0,0.0
244,2011-06-16,5.534,5.6,5.148,5.3,5.3,9211000,0.0,0.0
245,2011-06-17,5.374,5.54,5.228,5.3,5.3,8570000,0.0,0.0
246,2011-06-20,5.258,5.292,5.1,5.202,5.202,7689000,0.0,0.0
247,2011-06-21,5.248,5.546,5.2,5.506,5.506,7480000,0.0,0.0
248,2011-06-22,5.474,5.65,5.42,5.442,5.442,7378000,0.0,0.0
249,2011-06-23,5.44,5.544,5.242,5.542,5.542,5850000,0.0,0.0
250,2011-06-24,5.528,5.594,5.452,5.514,5.514,18042500,0.0,0.0
251,2011-06-27,5.546,5.656,5.462,5.492,5.492,9047000,0.0,0.0
252,2011-06-28,5.558,5.65,5.534,5.622,5.622,4446000,0.0,0.0
253,2011-06-29,5.7,5.818,5.614,5.658,5.658,7309000,0.0,0.0
254,2011-06-30,5.7,5.866,5.68,5.826,5.826,4733500,0.0,0.0
255,2011-07-01,5.814,5.92,5.76,5.804,5.804,4274500,0.0,0.0
256,2011-07-05,5.804,5.904,5.742,5.828,5.828,4980000,0.0,0.0
257,2011-07-06,5.828,5.828,5.71,5.792,5.792,4634500,0.0,0.0
258,2011-07-07,5.828,6.0,5.802,5.946,5.946,6639500,0.0,0.0
259,2011-07-08,5.978,5.978,5.718,5.762,5.762,6203000,0.0,0.0
260,2011-07-11,5.68,5.706,5.6,5.67,5.67,4879000,0.0,0.0
261,2011-07-12,5.674,5.818,5.6,5.634,5.634,5227000,0.0,0.0
262,2011-07-13,5.686,5.806,5.58,5.728,5.728,5330000,0.0,0.0
263,2011-07-14,5.706,5.792,5.45,5.522,5.522,5795000,0.0,0.0
264,2011-07-15,5.558,5.566,5.48,5.516,5.516,3545000,0.0,0.0
265,2011-07-18,5.468,5.49,5.326,5.446,5.446,4259500,0.0,0.0
266,2011-07-19,5.516,5.622,5.508,5.578,5.578,5130500,0.0,0.0
267,2011-07-20,5.6,6.088,5.56,5.738,5.738,15241500,0.6737515330314636,0.02760770544409752
268,2011-07-21,5.782,5.832,5.62,5.74,5.74,5057500,0.0,0.0
269,2011-07-22,5.74,5.908,5.71,5.858,5.858,2917500,0.0,0.0
270,2011-07-25,5.802,5.85,5.688,5.698,5.698,3366500,0.0,0.0
271,2011-07-26,5.662,5.754,5.594,5.6,5.6,3803000,0.0,0.0
272,2011-07-27,5.7,5.7,5.502,5.528,5.528,4792500,0.0,0.0
273,2011-07-28,5.52,5.71,5.508,5.634,5.634,4693500,0.0,0.0
274,2011-07-29,5.56,5.68,5.5,5.634,5.634,4741000,0.0,0.0
275,2011-08-01,5.734,5.796,5.642,5.754,5.754,5824500,0.0,0.0
276,2011-08-02,5.738,5.84,5.454,5.468,5.468,7747000,0.0,0.0
277,2011-08-03,5.5,5.566,5.268,5.44,5.44,8972500,0.6871030330657959,0.26501357555389404
278,2011-08-04,5.302,5.378,4.934,4.95,4.95,15322500,0.0,0.0
279,2011-08-05,4.998,5.076,4.566,4.848,4.848,9822000,0.0,0.0
280,2011-08-08,4.62,4.888,4.62,4.728,4.728,13042500,0.0,0.0
281,2011-08-09,4.83,5.09,4.74,5.012,5.012,6667000,0.0,0.0
282,2011-08-10,5.088,5.088,4.726,4.764,4.764,7821000,0.0,0.0
283,2011-08-11,4.808,5.15,4.8,5.06,5.06,4182500,0.0,0.0
284,2011-08-12,5.12,5.428,5.072,5.262,5.262,5045500,0.0,0.0
285,2011-08-15,5.324,5.35,5.186,5.246,5.246,3693000,0.0,0.0
286,2011-08-16,5.226,5.308,5.166,5.22,5.22,2688500,0.0,0.0
287,2011-08-17,5.278,5.33,5.102,5.166,5.166,3218500,0.0,0.0
288,2011-08-18,5.0,5.03,4.694,4.852,4.852,5283000,0.0,0.0
289,2011-08-19,4.772,4.844,4.4,4.46,4.46,6876500,0.0,0.0
290,2011-08-22,4.622,4.76,4.336,4.39,4.39,4930500,0.0,0.0
291,2011-08-23,4.386,4.622,4.3,4.592,4.592,4345000,0.0,0.0
292,2011-08-24,4.62,4.786,4.566,4.774,4.774,3421500,0.0,0.0
293,2011-08-25,4.774,4.774,4.58,4.622,4.622,3399000,0.0,0.0
294,2011-08-26,4.542,4.79,4.414,4.746,4.746,3809000,0.0,0.0
295,2011-08-29,4.844,4.97,4.804,4.942,4.942,4017000,0.0,0.0
296,2011-08-30,4.9,4.954,4.818,4.926,4.926,1831000,0.0,0.0
297,2011-08-31,4.96,5.1,4.856,4.948,4.948,4119000,0.0,0.0
298,2011-09-01,4.932,4.974,4.768,4.8,4.8,4240500,0.0,0.0
299,2011-09-02,4.732,4.798,4.536,4.614,4.614,3849500,0.0,0.0
300,2011-09-06,4.5,4.64,4.458,4.588,4.588,4049000,0.0,0.0
301,2011-09-07,4.678,4.8,4.656,4.768,4.768,2296000,0.0,0.0
302,2011-09-08,4.716,4.806,4.656,4.722,4.722,2528500,0.0,0.0
303,2011-09-09,4.674,4.714,4.51,4.594,4.594,3346500,0.0,0.0
304,2011-09-12,4.5,4.662,4.49,4.576,4.576,2833000,0.0,0.0
305,2011-09-13,4.602,4.82,4.55,4.816,4.816,3632500,0.0,0.0
306,2011-09-14,4.85,4.968,4.758,4.868,4.868,4154000,0.0,0.0
307,2011-09-15,4.916,4.986,4.866,4.964,4.964,2813000,0.0,0.0
308,2011-09-16,4.956,5.168,4.898,5.16,5.16,7085500,0.0,0.0
309,2011-09-19,4.99,5.162,4.764,5.154,5.154,5787000,0.0,0.0
310,2011-09-20,5.196,5.32,5.134,5.202,5.202,5902000,0.0,0.0
311,2011-09-21,5.19,5.39,5.14,5.17,5.17,4938000,0.0,0.0
312,2011-09-22,5.128,5.222,4.976,5.126,5.126,3879000,0.0,0.0
313,2011-09-23,5.098,5.324,5.07,5.276,5.276,5782000,0.0,0.0
314,2011-09-26,5.304,5.304,4.98,5.104,5.104,4674000,0.0,0.0
315,2011-09-27,5.2,5.398,5.114,5.238,5.238,3372500,0.0,0.0
316,2011-09-28,5.2,5.3,4.902,4.918,4.918,3616500,0.0,0.0
317,2011-09-29,5.144,5.164,4.71,4.824,4.824,4648000,0.0,0.0
318,2011-09-30,4.96,4.978,4.698,4.878,4.878,6680500,0.0,0.0
319,2011-10-03,4.99,5.0,4.65,4.746,4.746,5116000,0.0,0.0
320,2011-10-04,4.658,4.864,4.586,4.732,4.732,6001500,0.0,0.0
321,2011-10-05,4.806,5.168,4.67,5.074,5.074,6147500,0.0,0.0
322,2011-10-06,5.074,5.52,5.004,5.392,5.392,8845500,0.0,0.0
323,2011-10-07,5.396,5.52,5.21,5.398,5.398,6558000,0.0,0.0
324,2011-10-10,5.462,5.636,5.4,5.576,5.576,4617500,0.0,0.0
325,2011-10-11,5.502,5.554,5.418,5.522,5.522,2878500,0.0,0.0
326,2011-10-12,5.45,5.6,5.44,5.56,5.56,5617000,0.0,0.0
327,2011-10-13,5.526,5.694,5.488,5.588,5.588,5217500,0.0,0.0
328,2011-10-14,5.6,5.71,5.452,5.61,5.61,7002500,0.0,0.0
329,2011-10-17,5.572,5.6,5.452,5.484,5.484,3772500,0.0,0.0
330,2011-10-18,5.46,5.686,5.342,5.668,5.668,4998500,0.0,0.0
331,2011-10-19,5.604,5.612,5.46,5.514,5.514,3964500,0.0,0.0
332,2011-10-20,5.488,5.494,5.4,5.468,5.468,4998500,0.0,0.0
333,2011-10-21,5.48,5.66,5.402,5.606,5.606,5713000,0.0,0.0
334,2011-10-24,5.574,5.778,5.55,5.71,5.71,4703000,0.0,0.0
335,2011-10-25,5.646,5.772,5.56,5.65,5.65,3272000,0.0,0.0
336,2011-10-26,5.638,5.674,5.48,5.596,5.596,2552500,0.0,0.0
