,Date,Adj Close,Close,High,Low,Open,Volume,Positive Sentiment,Negative Sentiment,Neutral Sentiment
0,2013-06-03,-2.51282687496601,-2.51282687496601,-2.470866641139146,-2.5456325816224483,-2.4340197949157694,2.750299713846463,0.0,0.0,0.0
1,2013-06-04,-2.4770991183471645,-2.4770991183471645,-2.4897025565692994,-2.478801297998474,-2.511419474255482,0.41468299098639316,0.0,0.0,0.0
2,2013-06-05,-2.4686834078127475,-2.4686834078127475,-2.4653728886074737,-2.5317830578615137,-2.496956625802852,1.1797913737645054,0.2825231850147247,0.0088407462462782,0.7086360454559326
3,2013-06-06,-2.437243009246261,-2.437243009246261,-2.444967201287229,-2.435159598538358,-2.4716865415028333,0.5634029627984001,0.0,0.0,0.0
4,2013-06-07,-2.3627703653121035,-2.3627703653121035,-2.3879884785213767,-2.4095542551150473,-2.4279804973575048,0.8361092397603377,0.0,0.0,0.0
5,2013-06-10,-2.3943696558734837,-2.3943696558734837,-2.393953095257529,-2.379440139439221,-2.4131998090875895,0.4992862125807313,0.0,0.0,0.0
6,2013-06-11,-2.4829744877452042,-2.4829744877452042,-2.4542280919965673,-2.452229789092482,-2.4251197116487075,0.08260682912577107,0.0,0.0,0.0
7,2013-06-12,-2.4312089750041426,-2.4312089750041426,-2.425974218851337,-2.4248531422842543,-2.447052250514001,0.4911325061237199,0.0,0.0,0.0
8,2013-06-13,-2.424063491825618,-2.424063491825618,-2.4448101342814903,-2.43499868614216,-2.412087256050476,-0.2427237872815575,0.0,0.0,0.0
9,2013-06-14,-2.3903998546600977,-2.3903998546600977,-2.393953095257529,-2.3672010066670053,-2.3961940147434473,-0.10574606125861709,0.0,0.0,0.0
10,2013-06-17,-2.3602299106003186,-2.3602299106003186,-2.358949831702013,-2.3370866606226803,-2.338978641597344,0.008155994122753541,0.0,0.0,0.0
11,2013-06-18,-2.341333802201122,-2.341333802201122,-2.3710361321800564,-2.369294595581315,-2.3683812119051475,0.4008739282402569,0.0427026534453034,0.4619380608201027,0.4953593239188194
12,2013-06-19,-2.3208499096070603,-2.3208499096070603,-2.3288123894679504,-2.3240425051324793,-2.3634542400307654,0.3517245667556535,0.057448131032288,0.4517418760806322,0.4908099994063377
13,2013-06-20,-2.384842269251846,-2.384842269251846,-2.321591798040448,-2.365268560517392,-2.322290914423718,0.698677268252327,0.0,0.0,0.0
14,2013-06-21,-2.4023091447248484,-2.4023091447248484,-2.3754313138388534,-2.3966712423895427,-2.3373895561875337,1.0648218414932196,0.1378570695718129,0.0100062446047862,0.8521366914113363
15,2013-06-24,-2.371503973411716,-2.371503973411716,-2.3884594549967693,-2.4320999593256154,-2.451820188803125,0.020329773122636823,0.6946315169334412,0.0189791824668645,0.2863892316818237
16,2013-06-25,-2.3570540014843653,-2.3570540014843653,-2.3675827912011322,-2.3475543748257297,-2.346925432765782,-0.26836594491377436,0.0349862426519393,0.0230873394757509,0.94192636013031
17,2013-06-26,-2.304335818226384,-2.304335818226384,-2.3413695541504738,-2.3135750212979285,-2.3358001297478768,-0.09713810931653544,0.0,0.0,0.0
18,2013-06-27,-2.2482830610083706,-2.2482830610083706,-2.272618440376232,-2.2576944194340953,-2.2889153463998504,0.3894269420164861,0.5229381918907166,0.0501895546913147,0.4268722832202911
19,2013-06-28,-2.2782943402240705,-2.2782943402240705,-2.285332672064494,-2.248354128662674,-2.259989876847821,-0.2911009314415414,0.0,0.0,0.0
20,2013-07-01,-2.1223625747475316,-2.1223625747475316,-2.1545799471972082,-2.2090604042431248,-2.247434180975518,0.8797168063270838,0.8866437077522278,0.0489349924027919,0.0644213035702705
21,2013-07-02,-2.1121998472971333,-2.1121998472971333,-2.0899097687993735,-2.106800634051576,-2.1061442649734827,1.143292749039109,0.0,0.0,0.0
22,2013-07-03,-2.153167746060664,-2.153167746060664,-2.13134896237917,-2.1266084086575483,-2.110117490042778,-0.5050278426353859,0.0,0.0,0.0
23,2013-07-05,-2.076154760990129,-2.076154760990129,-2.1151812774410717,-2.1035798520741373,-2.105031711936369,-0.04805688465469258,0.6248256117105484,0.0163547215051949,0.3588196337223053
24,2013-07-08,-2.052018624021654,-2.052018624021654,-2.085357856947574,-2.053335676262946,-2.0565576158253007,0.17804380553903515,0.0,0.0,0.0
