,Date,Adj Close,Close,High,Low,Open,Volume
0,2014-01-02,10.006667137145996,10.006667137145996,10.165332794189451,9.770000457763672,9.986666679382324,92826000
1,2014-01-03,9.970666885375977,9.970666885375977,10.145999908447266,9.90666675567627,10.0,70425000
2,2014-01-06,9.800000190734863,9.800000190734863,10.026666641235352,9.682666778564451,10.0,80416500
3,2014-01-07,9.957332611083984,9.957332611083984,10.026666641235352,9.68333339691162,9.841333389282228,75511500
4,2014-01-08,10.085332870483398,10.085332870483398,10.24666690826416,9.917332649230955,9.923333168029783,92448000
5,2014-01-09,9.835332870483398,9.835332870483398,10.228667259216309,9.789999961853027,10.166666984558104,80730000
6,2014-01-10,9.714667320251465,9.714667320251465,9.92666721343994,9.483332633972168,9.897333145141602,111691500
7,2014-01-13,9.28933334350586,9.28933334350586,9.800000190734863,9.187999725341797,9.718667030334473,94741500
8,2014-01-14,10.751333236694336,10.751333236694336,10.800000190734863,9.111332893371582,9.366666793823242,414105000
9,2014-01-15,10.94200038909912,10.94200038909912,11.482000350952148,10.80666732788086,11.229999542236328,306984000
10,2014-01-16,11.39799976348877,11.39799976348877,11.513333320617676,10.826666831970217,10.833333015441896,179391000
11,2014-01-17,11.333999633789062,11.333999633789062,11.546667098999023,11.196666717529297,11.345999717712402,138093000
12,2014-01-21,11.778667449951172,11.778667449951172,11.81933307647705,11.387332916259766,11.416000366210938,146020500
13,2014-01-22,11.904000282287598,11.904000282287598,12.021332740783691,11.650667190551758,11.854000091552734,105339000
14,2014-01-23,12.100000381469728,12.100000381469728,12.158666610717772,11.56133270263672,11.815333366394045,118011000
15,2014-01-24,11.640000343322754,11.640000343322754,12.031999588012695,11.5686674118042,11.856666564941406,114964500
16,2014-01-27,11.30799961090088,11.30799961090088,11.861332893371582,10.980667114257812,11.677332878112791,130746000
17,2014-01-28,11.892000198364258,11.892000198364258,11.932000160217283,11.399999618530272,11.43333339691162,91401000
18,2014-01-29,11.682000160217283,11.682000160217283,11.939332962036133,11.541999816894531,11.686667442321776,89032500
19,2014-01-30,12.189332962036133,12.189332962036133,12.3186674118042,11.800666809082031,11.866666793823242,128475000
20,2014-01-31,12.093999862670898,12.093999862670898,12.399999618530272,11.900667190551758,11.923333168029783,97632000
21,2014-02-03,11.807332992553713,11.807332992553713,12.325332641601562,11.677332878112791,12.192667007446287,101473500
22,2014-02-04,11.915332794189451,11.915332794189451,12.106666564941406,11.74666690826416,12.046667098999023,70294500
23,2014-02-05,11.628000259399414,11.628000259399414,12.03933334350586,11.290666580200195,11.886667251586914,109020000
24,2014-02-06,11.892000198364258,11.892000198364258,12.007332801818848,11.733332633972168,11.75333309173584,87624000
25,2014-02-07,12.435333251953123,12.435333251953123,12.44200038909912,11.973333358764648,12.067333221435549,133927500
26,2014-02-10,13.104000091552734,13.104000091552734,13.286666870117188,12.621333122253418,12.62266731262207,194560500
27,2014-02-11,13.107999801635742,13.107999801635742,13.479999542236328,12.846667289733888,13.264666557312012,160648500
28,2014-02-12,13.021332740783691,13.021332740783691,13.218000411987305,12.954667091369627,13.052000045776367,77605500
29,2014-02-13,13.308667182922363,13.308667182922363,13.514666557312012,12.883333206176758,12.88933277130127,120439500
30,2014-02-14,13.215332984924316,13.215332984924316,13.458666801452637,13.133333206176758,13.206666946411133,92370000
31,2014-02-18,13.579999923706056,13.579999923706056,13.733332633972168,13.423999786376951,13.682666778564451,139992000
32,2014-02-19,12.90933322906494,12.90933322906494,13.579999923706056,12.894000053405762,13.579999923706056,242535000
33,2014-02-20,13.998000144958496,13.998000144958496,14.347332954406738,13.751333236694336,14.333999633789062,270034500
34,2014-02-21,13.973333358764648,13.973333358764648,14.26533317565918,13.946000099182127,14.109333038330078,117282000
35,2014-02-24,14.510000228881836,14.510000228881836,14.557332992553713,13.887999534606934,13.917332649230955,124176000
36,2014-02-25,16.53333282470703,16.53333282470703,17.280000686645508,15.229999542236328,15.333333015441896,490225500
37,2014-02-26,16.866666793823242,16.866666793823242,17.666667938232422,16.5,17.238666534423828,369069000
38,2014-02-27,16.836000442504883,16.836000442504883,17.459999084472656,16.55533218383789,17.416667938232422,269187000
39,2014-02-28,16.320667266845703,16.320667266845703,16.845333099365234,16.170000076293945,16.643333435058594,218847000
40,2014-03-03,16.70400047302246,16.70400047302246,16.77666664123535,15.666000366210938,15.817333221435549,196339500
41,2014-03-04,16.98933219909668,16.98933219909668,17.333332061767578,16.85533332824707,17.23200035095215,131184000
42,2014-03-05,16.8439998626709,16.8439998626709,17.132667541503906,16.786666870117188,17.114667892456055,89035500
43,2014-03-06,16.862667083740234,16.862667083740234,17.166667938232422,16.6299991607666,16.94266700744629,110416500
44,2014-03-07,16.413999557495117,16.413999557495117,16.989999771118164,16.29400062561035,16.862667083740234,117184500
45,2014-03-10,15.922666549682615,15.922666549682615,16.200000762939453,15.737333297729492,16.18000030517578,115921500
46,2014-03-11,15.62733268737793,15.62733268737793,16.30666732788086,15.495332717895508,15.766667366027832,132151500
47,2014-03-12,16.099332809448242,16.099332809448242,16.5,15.407333374023438,15.43333339691162,146316000
48,2014-03-13,15.852666854858398,15.852666854858398,16.279333114624023,15.600000381469728,16.252666473388672,93544500
49,2014-03-14,15.39799976348877,15.39799976348877,15.79599952697754,15.221332550048828,15.685999870300291,124345500
50,2014-03-17,15.59866714477539,15.59866714477539,15.862000465393066,15.366666793823242,15.66333293914795,88689000
51,2014-03-18,16.002666473388672,16.002666473388672,16.100000381469727,15.66800022125244,15.796667098999023,93634500
52,2014-03-19,15.72266674041748,15.72266674041748,16.10333251953125,15.567333221435549,16.092666625976562,76069500
53,2014-03-20,15.660667419433594,15.660667419433594,15.949999809265137,15.557332992553713,15.744000434875488,57268500
54,2014-03-21,15.259332656860352,15.259332656860352,15.74666690826416,15.166666984558104,15.73466682434082,123253500
